"Category";"ProductId";"Title";"BadgeRaw";"BadgeCount";"CampaignsRaw";"CampaignCount"
"flores";"RPMP01";"Ramo de peonías con margaritas primaverales x5 tallos ";"Más vendido";"1";"";"0"
"flores";"CT-554";"Ramo Minirosas Premium Otoñal  x6 tallos";"Más vendido";"1";"Día del Novio";"1"
"flores";"CT-553";"Ramo Minirosas Premium follaje  x6 tallos";"Más vendido";"1";"Día del Novio";"1"
"flores";"CT-606";"Ramo pequeño de Eucalipto x5 tallos";"Más vendido";"1";"Día de la Novia|Flores Amarillas|Día del Novio";"3"
"flores";"CT-193";"Ramo Margarita otoñal  x6 tallos";"Más vendido";"1";"Día de la Novia";"1"
"flores";"B01244PAP";"Ramo de margaritas silvestre x7 tallos";"Más vendido";"1";"Flores Amarillas";"1"
"flores";"FP2177RAM";"Ramo de rosas con lirios  x7 tallos";"Más vendido";"1";"Día de la Novia";"1"
"flores";"FP21811RAM";"Ramo de margaritas pompos  x7 tallos";"Más vendido";"1";"Día de la Novia";"1"
"flores";"RRDBCH-04";"Ramo de rosas boton chico  x20 tallos";"Más vendido";"1";"";"0"
"flores";"GIR07C";"Ramo de girasol premiun  x7tallos";"Más vendido";"1";"Flores Amarillas";"1"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"flores";"";"";"";"0";"";"0"
"peluches";"7017G1321";"Peluche león sentado con flor 30cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"Xkdfa9WJ6";"Peluche Snoopy con girasol 25cm";"Más vendido";"1";"Flores Amarillas";"1"
"peluches";"70PSCOP";"Peluche Snoopy con overol y polo 25cm";"Más vendido";"1";"Día de la Novia|Día del Novio";"2"
"peluches";"XHVzoHaSb";"Peluche Snoopy con corazón 25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"AC4054OTR";"Peluche corderito con tulipán 25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"GSJ-1737";"Peluche corderito con corazón 25cm";"Más vendido";"1";"";"0"
"peluches";"CER001";"Peluche Cerdito con Vestido Overol mate  25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"CER002";"Peluche cerdito con moñito tornasol 25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"7017G09";"Peluche Teddy con capucha y logo verde/amarillo 26cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"7017G701";"Peluche pingüino con mochila verde/rosa 25cm";"Más vendido";"1";"";"0"
"peluches";"7017G708";"Peluche pingüino (pintor, pescador y cocinero) 22cm";"Más vendido";"1";"";"0"
"peluches";"7017GL667";"Peluche pingüino Luck 19cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"ZlVzxn41t";"Peluche vaquita Milk 18cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"HK001";"Peluche Hello Kitty con corazón 25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PAR18CM";"Peluche oso parche pareja jean  14cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"OmspEvkTI";"Peluche oso parche chaleco camisa  18cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"7017G856";"Peluche koala con chalina roja 21cm";"Más vendido";"1";"";"0"
"peluches";"OS001";"Peluche oso peludito 18cm";"Más vendido";"1";"";"0"
"peluches";"o7VYl4dff";"Peluche oso con rosa 23cm";"Más vendido";"1";"";"0"
"peluches";"OS002";"Peluche oso con corazón y letra nacional 15cm";"Más vendido";"1";"";"0"
"peluches";"NQKZxcxNh";"Peluche monito con manito 25cm";"Más vendido";"1";"";"0"
"peluches";"GpxGCJSkf";"Peluche vaca de patas largas 20cm";"Más vendido";"1";"";"0"
"peluches";"Llszbookm";"Peluche Hello Kitty con vestido nacional 28cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"70MKL2417";"Peluche Gata Marie 20cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"14654645";"Peluche oso con overol a rayas 18cm";"Más vendido";"1";"";"0"
"peluches";"MN001";"Peluche monita con moño 20cm";"Más vendido";"1";"";"0"
"peluches";"eb8zmji90";"Peluche conejo con vestido brillante 22cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"naJnvl8r";"Peluche Hombre Araña 23cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"70PGV08";"Peluche Goku 23cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"TD001";"Peluche Teddy con corazón 25cm";"Más vendido";"1";"";"0"
"peluches";"CN001";"Peluche conejo con corazón 25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"HK002";"Peluche Hello Kitty con vestido rojo 35cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"70Ba-6335";"Peluche chancho con collar 25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"P-07423";"Peluche Lotso con paleta 21cm";"Más vendido";"1";"";"0"
"peluches";"70PLO30";"Peluche Lotso echado 35cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"LO0023CM";"Peluche Lotso echado chico 20cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"MKL036D";"Peluche oso Teddy con chompa 24CM ";"Más vendido";"1";"Día del Novio";"1"
"peluches";"BAZ2417";"Peluche Gata Marie soñadora 24CM ";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"MKL0036X";"Peluche Stitch y Ángel pastel 24cm ";"Más vendido";"1";"";"0"
"peluches";"CERDIT456";"Peluche cerdito con corbata 24CM ";"Más vendido";"1";"";"0"
"peluches";"labu001";"Peluche Labubu disfrazado 22cm";"Más vendido";"1";"";"0"
"peluches";"labu002";"Peluche Lotso y Cinnamoroll 22cm";"Más vendido";"1";"";"0"
"peluches";"7017W014";"Peluche Stitch y Ángel corazón 25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"P07410";"Peluche oso corazón 18cm ";"Más vendido";"1";"";"0"
"peluches";"P07412";"Peluche oso disfrazado de Stitch y Lucifer 40 cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"G2753";"Peluche panda kawaii 20cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"G1496";"Peluche mono abrazador 33cm";"Más vendido";"1";"";"0"
"peluches";"G2752";"Peluche panda ramo 21cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"JyPsSyDwK";"Peluche oso con chompa corazon importado 25cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"ppbfutb0l";"Peluche Snoopy nacional futbolero 25cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"PSNCHO";"Peluche Snoopy con chompa 25cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"OSF001";"Peluche oso futbolero económico 20cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"PEF002";"Peluche cerdo equipo de fútbol 24cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"PCU003";"Peluche cerdo unicornio 24cm";"Más vendido";"1";"";"0"
"peluches";"PCSH006";"Peluche cerdo superhéroes 24cm";"Más vendido";"1";"";"0"
"peluches";"PCC004";"Peluche cerdo quico  24cm";"Más vendido";"1";"";"0"
"peluches";"PCS005";"Peluche cerdo Stitch 24cm";"Más vendido";"1";"";"0"
"peluches";"POING27";"Peluche oso ingeniero  27cm";"Más vendido";"1";"Día del Ingeniero";"1"
"peluches";"POINGJE33";"Peluche oso ingeniero jean  33cm";"Más vendido";"1";"Día del Ingeniero";"1"
"peluches";"POCV01";"Peluche Osito Chiquito Modelos Varios 15cm";"Más vendido";"1";"";"0"
"peluches";"POCH01";"Peluche Osito Chelero 20cm";"Más vendido";"1";"";"0"
"peluches";"POCC01";"peluche osito de la u de chile,colo colo 20cm";"Más vendido";"1";"";"0"
"peluches";"POSCN15";"Peluche oso con corazon nacional 15cm 15 cm";"Más vendido";"1";"";"0"
"peluches";"PSNOP25";"Peluche Snoopy con overol y polo  25 cm";"Más vendido";"1";"";"0"
"peluches";"PGFP220";"Peluche Gato Fucifer  20cm ";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PPINPA25";"pinguino con pañuelo en el cuello 25cm";"Más vendido";"1";"";"0"
"peluches";"PGGLD17";"Peluche Gato Garfield  17cm";"Más vendido";"1";"Flores Amarillas";"1"
"peluches";"PSNP36";"Peluche Snoopy sentado con polo  36cm";"Más vendido";"1";"";"0"
"peluches";"PGOK36";"Peluche Gato Kawai  21cm";"Más vendido";"1";"Día de la Novia|Día del Novio";"2"
"peluches";"PSCHT25";"Stich termico  25cm";"Más vendido";"1";"";"0"
"peluches";"PSCHAG25";"Peluche Stich y angela abrazados  25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PSCHPT25";"Peluche Stich abrazodo pato  25cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"PHKYG20";"Peluche hello  Kitty con Girasol  20cm";"Más vendido";"1";"Flores Amarillas";"1"
"peluches";"PCRT25";"Peluche Cerdito con tirantes y moño 25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"G1617";"Peluche vaquita con vestido  25cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PPTOM24";"Peluche pato con overol y moño rojo  24cm";"Más vendido";"1";"";"0"
"peluches";"wKbZeyagU18";"Peluche Oso graduado con lentes  18cm";"Más vendido";"1";"";"0"
"peluches";"POSTED23";"Peluche Oso teddy Ejecutivo  23cm";"Más vendido";"1";"";"0"
"peluches";"PKMBRI32";"Peluche Kuromy y Melody con brillo  32cm ";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PLUCIF25";"Peluche Lucifer pomposo  25cm";"Más vendido";"1";"";"0"
"peluches";"PSNCH20";"peluche snoopy con chalina y flor 20cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"POSROS20";"peluche osita con falda con rosa  20cm";"Más vendido";"1";"";"0"
"peluches";"PMONMO32";"peluche monita pareja con vestido y moño  30cm";"Más vendido";"1";"";"0"
"peluches";"POPV32";"peluche oso profesional 32cm";"Más vendido";"1";"";"0"
"peluches";"PKITRA19";"peluche kitty con polo rayas con moño  19cm";"Más vendido";"1";"";"0"
"peluches";"POSSTI27";"Peluche oso disfrazado de Stitch  27cm";"Más vendido";"1";"";"0"
"peluches";"PPATPA22";"peluche pato con pañueleta en el cuello 22cm";"Más vendido";"1";"Flores Amarillas";"1"
"peluches";"PKIGAF19";"peluche hello  kitty con gafas vestido rosado 19cm";"Más vendido";"1";"";"0"
"peluches";"PSTGRA29";"peluche stitch cabezon con corazon  29cm";"Más vendido";"1";"Día del Novio";"1"
"peluches";"PSTMED17";"peluche stitch y angela  mediano con corazon 17cm";"Más vendido";"1";"Día de la Novia|Día del Novio";"2"
"peluches";"PANGPE14";"peluche angela y stich pequeños cabezones 14cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PCERFL19";"peluche cerdita con vestido floreado 19cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PCEKUR22";"peluche cerdita disfrazado de kuromy  22cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PKICOR22";"peluche  hello kitty vestido con corazon  22cm";"Más vendido";"1";"Día de la Novia";"1"
"peluches";"PPOLMO25";"peluche pollito con morral  25cm";"Más vendido";"1";"Flores Amarillas";"1"
"peluches";"STM-0120";"peluche  stitch con muñeco/pato 20cm";"Más vendido";"1";"Día del Novio|Día de la Novia";"2"
"peluches";"PKIAMR16";"peluche hello kitty vestido amarillo 16cm";"Más vendido";"1";"Flores Amarillas";"1"
"peluches";"";"";"Más vendido";"1";"";"0"
"papeles";"PA1205CO";"Papel coreano con bordes decorativos x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"6925-6157";"Papel coreano con bordes dorados x 20 unidades";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"papeles";"PA1206CO";"Papel coreano con flores amarillas x 20 unidades";"Más vendido";"1";"Flores Amarillas";"1"
"papeles";"6925-6256";"Papel coreano con margaritas x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"6925-5013";"Papel coreano Stitch y Ángel x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"CA5205ENV";"Papel coreano con rosas x 20 unidades";"Más vendido";"1";"Día del Novio";"1"
"papeles";"8241-2153";"Papel coreano Hello Kitty x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"6925-5020";"Papel coreano Stitch hawaiano x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"CA5118ENV";"Papel coreano transparente con bordes de color x 20 unidades";"Más vendido";"1";"Día del Novio";"1"
"papeles";"6925-6270";"Papel coreano degradado Mate x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"PA1183CO";"Papel coreano dorado x 20 unidades";"Más vendido";"1";"Flores Amarillas";"1"
"papeles";"6925-5026";"Papel coreano con bordes blancos x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"8024-3229";"Papel coreano estilo Dior x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"00PA1058CO";"Papel coreano con mariposas x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"CORLOVE328";"Papel coreano Love x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"5908-4033";"Papel coreano Hello Kitty fresita x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"6925-5037";"Papel coreano Lotso x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"espal12344";"Papel coreano para espaldar x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"pa1026coro";"Papel coreano con corazón x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"8002-2038";"Papel coreano estilo periódico x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"PaLu2m7Q";"Papel leche x 20 pliegos";"Más vendido";"1";"Flores Amarillas";"1"
"papeles";"pa1066co";"Papel coreano doble cara x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA1044CO";"Papel coreano celofán con bordes de color x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"PQ1214CO";"Papel coreano Mamá x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"PA1064CO";"Papel coreano encaje de rosas x 20 unidades";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA1121CO";"Papel coreano madre e hijo x 20 unidades";"Más vendido";"1";"";"0"
"papeles";"6925-6158";"Papel coreano con bordes dorados hombre ";"Más vendido";"1";"Día del Novio";"1"
"papeles";"PA2003CO";"Papel Panal de abeja x Rollo ";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2004CO";"Papel Envolorio Corrugado Artistico ";"Más vendido";"1";"";"0"
"papeles";"PA2005CO";"Papel Decorativo Artistico";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2006CO";"Papel coreano transparente con Mariposa ";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2007CO";"Papel coreano Mini Corazones y trasparente";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2008CO";"Papel coreano con bordes y lineas doradas";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2009CO";"Papel coreano escarchado";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2010CO";"Papel para Centro Ramo Flores c/n dorado";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2011CO";"Papel para Centro Ramo c/n borde con encaje";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2012CO";"Papel Artistico";"Más vendido";"1";"";"0"
"papeles";"PA2013CO";"Papel para Centro Rosas Love Is The Only Eternily";"Más vendido";"1";"";"0"
"papeles";"PA2014CO";"Papel Coreano con Figura Abstractas";"Más vendido";"1";"";"0"
"papeles";"PA2015CO";"Papel para Centro Ramo con Mariposas c/n Bordes";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2016CO";"Papel para Centro Love Of Nature c/n Rosas Otonales ";"Más vendido";"1";"";"0"
"papeles";"PA2017CO";"Papel Coreano Periodico ";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2018CO";"Papel Leche grande ";"Más vendido";"1";"Día de la Novia";"1"
"papeles";"PA2019CO";"Papel Envoltura Corugado ";"Más vendido";"1";"";"0"
"papeles";"PA2020CO";"Papel Coreano Degradado ";"Más vendido";"1";"Día del Novio";"1"
"papeles";"PA2021CO";"Papel Bordado";"Más vendido";"1";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"papeles";"";"";"";"0";"";"0"
"cajas";"R62P3jM3R1";"Caja circular con diseño 15*15cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"R62P3jM3R2";"Caja circular con diseño de figuras 15*15cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CA2183SET";"Caja diseño escamas corazón 25cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CA2193SET";"Caja diseño escamas corazón 22cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CA2208SET";"Caja corazón Love 22cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"BO1086PAP";"Bolsa regalo vitrina corazón 18*25*13cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CA4005BOL";"Caja peluchera portátil 20*16*30cm";"Más vendido";"1";"Día de la Novia|Día del Novio";"2"
"cajas";"CA2208SET4";"Caja envío Foldcote color entero 30*25*10cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"jQV5XClJE2";"Caja envío Foldcote fútbol 30*25*10cm";"Más vendido";"1";"Día del Novio";"1"
"cajas";"jQV5XClJE3";"Caja envío Foldcote ""Te Amo"" 30*25*10cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"AR5010ENV";"Envoltorio mariposa flores 40cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CA2191SET";"Set 3 cajas corazón vitrina 22cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"70CFC1515";"Caja cubo full color 15*15cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CA2205SET";"Set 3 cajas redondas escamas 25cm";"Más vendido";"1";"";"0"
"cajas";"CA2187SET";"Set 3 cajas corazón hojas 25cm";"Más vendido";"1";"";"0"
"cajas";"CJMR0JUST";"Caja decorativa Just For You 40cm";"Más vendido";"1";"";"0"
"cajas";"5962410315042";"Caja mariposa dorada desarmable 40cm";"Más vendido";"1";"";"0"
"cajas";"qzvUMEE4r";"Caja transparente borde negro/blanco 13*16cm";"Más vendido";"1";"Día del Novio|Hot Wheels Day";"2"
"cajas";"wJHNzSeIV";"Cartera corazón origami 12cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CA4147BOL";"Bolsa cartera PVC talla L ";"Más vendido";"1";"";"0"
"cajas";"pdSBLFVcL";"Cartera cubo tipo V 10cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"vn8FxMTGG";"Caja cartera rosa asa perlas 16*9cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CAR-07";"Cartera cubo Specially rosa 10cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"6925110315025";"Caja ovalada mariposa 30*22*25cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CA4076BOL";"Cartera acetato cristal 32*36*10cm";"Más vendido";"1";"";"0"
"cajas";"Q320Hfwi0";"Cartera cuerina rectangular 20*12*13cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"5962410315011";"Caja mariposa vintage desarmable 23*34*10cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"zDqp5h8Za";"Set 3 cajas Trupan 25*18*10cm; 23*16*9cm; 20*14*8cm";"Más vendido";"1";"";"0"
"cajas";"CAJABANDE3494";"Set 2 cajas pino formas ";"Más vendido";"1";"";"0"
"cajas";"DESATRUPA23";"Bandeja desayunera tablero redondo ";"Más vendido";"1";"";"0"
"cajas";"A0515-502";"Caja corazón Just For You 40*20*12cm";"Más vendido";"1";"";"0"
"cajas";"CANS001";"Canasta corporativa pequeña ";"Más vendido";"1";"";"0"
"cajas";"CANS002";"Canasta con Encaje Blanco ";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CANS003";"Canasta de Mimbre naranja decorativa ";"Más vendido";"1";"";"0"
"cajas";"SET834895";"Set 3 cajas ventana 30*28*10cm";"Más vendido";"1";"";"0"
"cajas";"SET645985";"Set 3 cajas circulares grandes 25*25cm";"Más vendido";"1";"";"0"
"cajas";"CAROVAL8";"Caja cartera mariposa ovalada 25*20*10cm";"Más vendido";"1";"";"0"
"cajas";"CJB352";"Caja baúl ramo 40*34*12cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CRZ88";"Corazones decorativos 30*33cm";"Más vendido";"1";"";"0"
"cajas";"CJLZ78";"Caja lazo Mamá rosado 30*25*10cm";"Más vendido";"1";"";"0"
"cajas";"PRTCF74";"Porta café surtido 10*8*17cm";"Más vendido";"1";"";"0"
"cajas";"CJVM66";"Caja ventana Mamá 31*14*10cm";"Más vendido";"1";"";"0"
"cajas";"BGRV";"Bolsa regalo vitrina 34.5*24*14cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CCHD2";"Caja corazón hueca desarmable ";"Más vendido";"1";"";"0"
"cajas";"CJFO";"Caja Just For You ovalada ";"Día de la Novia";"1";"Día de la Novia|Día del Novio";"2"
"cajas";"CCEN";"Caja corazón encapsulada ";"Día de la Novia";"1";"Día de la Novia";"1"
"cajas";"SCB2";"Set cajas baúl x2 ";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"S2CM";"Set 2 cajas maleta básica 20*11*25cm";"Más vendido";"1";"";"0"
"cajas";"CLMO01";"Caja libro moño ";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CLCU";"Caja Love cuadrada 42*36*12.5cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"FVPAPA";"Frasco vidrio Papá ";"Más vendido";"1";"";"0"
"cajas";"TCPAPA";"Tacho Papá ";"Más vendido";"1";"";"0"
"cajas";"PBPAPA";"Portabotella Papá ";"Más vendido";"1";"";"0"
"cajas";"CPAPA01";"Caja portalatas tapa ";"Más vendido";"1";"";"0"
"cajas";"CL3D";"Caja Love 3D ";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CILY";"Caja I Love You 3D ";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"70CFC15";"Caja cubo marmoleado ";"Más vendido";"1";"";"0"
"cajas";"Pl7IocsuK";"Caja corazón personaje ";"Más vendido";"1";"";"0"
"cajas";"CA2218SET";"Caja acrílica tapa y asa ";"Más vendido";"1";"";"0"
"cajas";"CA4103BOL";"Cesta circular arreglo ";"Más vendido";"1";"";"0"
"cajas";"ACETATOG001";"Caja acetato tapa pequeña 23*15*15cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"ACETATOG002";"Caja acetato tapa grande 39*20*20cm";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"CJAMAl011";"Caja Trupan tipo cañón ";"Más vendido";"1";"";"0"
"cajas";"CJAMAl012";"Caja ""Especialmente Para Ti"" ";"Más vendido";"1";"Día del Novio";"1"
"cajas";"CHEX";"Caja hexagonal ";"Más vendido";"1";"";"0"
