"id","title","description","availability","condition","price","link","image_link","brand","google_product_category"
"PA2018CO","Papel Leche grande","decoracion floral, envoltura para flores","in stock","new","12.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2018CO","https://dl.dropboxusercontent.com/scl/fi/xp5riwk3y61zxcrcboja2/PAPEL-8.jpg?rlkey=kinvcprshr3fsh2ux45oazn8v&st=i15fdjhz&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2020CO","Papel Coreano Degradado","tranparente degradado, envoltura pra flores, romantico","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2020CO","https://dl.dropboxusercontent.com/scl/fi/nihk27rrsykw0806ykusq/PAPEL-6.jpg?rlkey=q3jye58qtyvi6bsrnqhdrn1gk&st=cmn1pco2&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"R62P3jM3R2","Caja circular con diseño de figuras 15*15cm","caja redonda regalo,detalle decorativo flores,box para sorpresa","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=R62P3jM3R2","https://dl.dropboxusercontent.com/scl/fi/9kkuvv8r8s5mp87iuu8ct/R62P3jM3R2.jpg?rlkey=8n1ifxuhnc76sujb61bwusrvm&st=res0rejk&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"jQV5XClJE2","Caja envío Foldcote fútbol 30*25*10cm","caja futbol regalo,detalle para niño,empaque para envio de equipos en variedad","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=jQV5XClJE2","https://dl.dropboxusercontent.com/scl/fi/mofutbnjm8gaxsnxvophw/jQV5XClJE2.jpg?rlkey=bn4xm4gefrummnyjdzojbhulp&st=2dzer4da&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"AR5010ENV","Envoltorio mariposa flores 40cm","envoltura para flores,papel para ramo,detalle floral regalo","in stock","new","2.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=AR5010ENV","https://dl.dropboxusercontent.com/scl/fi/4g45mggs7gg8x1eym2hy4/AR5010ENV.jpg?rlkey=8xauhpb8um3g2xysctdh1pgr6&st=cvo4gjch&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CA2191SET","Set 3 cajas corazón vitrina 22cm","caja corazon flores,detalle romantico amor,box para regalo","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CA2191SET","https://dl.dropboxusercontent.com/scl/fi/8cr67e86lbtr2pd9zx6ft/CA2191SET.jpg?rlkey=qsyt5wsy99u5aq74r19172915&st=e2ls7fzk&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"70CFC1515","Caja cubo full color 15*15cm","caja para regalo,detalle colorido flores,box para sorpresa","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=70CFC1515","https://dl.dropboxusercontent.com/scl/fi/xwvvea75d405a4kxr6zxs/70CFC1515.jpg?rlkey=a6rrpedcdyrzvpo3uti1kxowd&st=i5l7nnvi&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"wJHNzSeIV","Cartera corazón origami 12cm","cartera para regalo,detalle romantico amor,sorpresa pareja","in stock","new","3.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=wJHNzSeIV","https://dl.dropboxusercontent.com/scl/fi/67ff2y4c2p9n3ip6xedxg/wJHNzSeIV.jpg?rlkey=9ov7q168xp45vajpktl1u2mr1&st=awpmaznc&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"pdSBLFVcL","Cartera cubo tipo V 10cm","cartera para detalle,regalo elegante amor,box decorativo","in stock","new","2.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=pdSBLFVcL","https://dl.dropboxusercontent.com/scl/fi/mm4keaf74xj3n5jzr2hiy/20260402_135513.jpg?rlkey=p7jxw531by14xtmevm3waxmh4&st=njnwula6&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"vn8FxMTGG","Caja cartera rosa asa perlas 16*9cm","caja elegante regalo,detalle femenino flores,amor sorpresa","in stock","new","8.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=vn8FxMTGG","https://dl.dropboxusercontent.com/scl/fi/5qht7htuof0ihouoynuks/vn8FxMTGG.jpg?rlkey=49h7gerep2mn1xspwoab2oj8c&st=hhtxnw3a&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"Q320Hfwi0","Cartera cuerina rectangular 20*12*13cm","cartera elegante regalo,detalle premium amor,obsequio especial","in stock","new","3.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=Q320Hfwi0","https://dl.dropboxusercontent.com/scl/fi/s7b3juwpm8vt2wz72xkom/Q320Hfwi0.jpg?rlkey=byxn9sg7nkwg79fch4oz3mn24&st=y8zmcxni&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"5962410315011","Caja mariposa vintage desarmable 23*34*10cm","caja vintage regalo,detalle elegante flores,box decorativo","in stock","new","2.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=5962410315011","https://dl.dropboxusercontent.com/scl/fi/r16f7268x0x6lag69ak3q/5962410315011.jpg?rlkey=ntzi4l0qpoc0t2muzrrrwxsqe&st=5xxm0vxp&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CANS002","Canasta con Encaje Blanco","canasta para flores,detalle elegante regalo,decoracion amor","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CANS002","https://dl.dropboxusercontent.com/scl/fi/w1lfx9f9xh8a30tx4yafr/CANS002.jpg?rlkey=e1m1egbpu7sh32g5ol3wa11tb&st=3gh7r982&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"SCB2","Set cajas baúl x2","caja para flores,detalle elegante regalo,box sorpresa","in stock","new","45.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=SCB2","https://dl.dropboxusercontent.com/scl/fi/xj10r3i64l19hwbcqci48/SCB2.jpg?rlkey=ps1t5tl9fj02iz34cwwye70d6&st=4hd9stkb&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CLMO01","Caja libro moño","caja elegante regalo,detalle premium flores,amor sorpresa","in stock","new","39.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CLMO01","https://dl.dropboxusercontent.com/scl/fi/u2b734kgn30fm5p39jgx8/CLMO01.jpg?rlkey=sdwfk5tvlahrcofh6oybkij1q&st=edx10iaj&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CLCU","Caja Love cuadrada 42*36*12.5cm","caja para amor,detalle romantico pareja,box flores","in stock","new","55.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CLCU","https://dl.dropboxusercontent.com/scl/fi/979k3v1f262gsha4tspee/CLCU.jpg?rlkey=4lb0mrqqvf2dil56en6v625qe&st=zmlphmqc&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CL3D","Caja Love 3D","caja para amor,detalle romantico flores,regalo pareja","in stock","new","40.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CL3D","https://dl.dropboxusercontent.com/scl/fi/ooew4hl2rb0xjkuzwb0s4/CL3D.jpg?rlkey=jlh1xp997kdbymh44vvt0vptq&st=4dbcm6of&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CILY","Caja I Love You 3D","amor para regalo,detalle pareja flores,sorpresa romantica","in stock","new","30.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CILY","https://dl.dropboxusercontent.com/scl/fi/6hu483ht1ivbna0cmto8f/CILY.jpg?rlkey=lp0bn378860hmd8xum8de8ncb&st=4hixnvn9&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CJ207","Caja Box Mica HotWheels 23.5*17*9.5cm","Caja de Box Hotwheels","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CJ207","https://dl.dropboxusercontent.com/scl/fi/mp9405pz4dhbapmct0e5b/CJ207.jpg?rlkey=b5ufqcx7afh52dj2wlu1yx7u9&st=cvc8dcuu&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CJ208","Caja Lazo HotWheels tornasol 29*23*8cm","Caja Lazo HotWheels Traslucido","in stock","new","12.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CJ208","https://dl.dropboxusercontent.com/scl/fi/tol07km9afgt4n0wu9qbr/CJ208.jpg?rlkey=cc098cxf8eueez6nahd00md4v&st=f5ziyqcu&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"Db-Q6xZlh","Cinta Satinada Importada 4cm x 92m","Elaborada en satín de alta calidad con textura suave y excelente brillo. Perfecta para lazos decorativos, empaques elegantes y arreglos florales. Presentación de 4cm x 92m.","in stock","new","20.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=Db-Q6xZlh","https://dl.dropboxusercontent.com/scl/fi/wt186u7bz4tmlbr3d2l2j/Db-Q6xZlh_2.jpg?rlkey=76t8gw0kxzydx6qu9ign0hmef&st=snp4rz7n&raw=1","Wooly Imports","Arts & Entertainment > Crafts & Hobbies"
"75849nhff","Cinta Letras Decorativa Delgada 1.5cm x 45m","Elaborada en satín impreso de ancho delgado, perfecta para acabados finos, recuerdos, tarjetas y empaques personalizados. Presentación de 1.5cm x 45m.","in stock","new","7.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=75849nhff","https://dl.dropboxusercontent.com/scl/fi/47l2iolz7sir096zxr29u/75849nhff.jpg?rlkey=lmn1o6amjn456q0ao8y9iixzw&st=ev9ps99r&raw=1","Wooly Imports","Arts & Entertainment > Crafts & Hobbies"
"AR4003MAR","Mariposa 3D Escarchada Decorativa","Mariposa 3D con acabado escarchado en material decorativo, ideal para arreglos y detalles Disponible en:","in stock","new","6.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=AR4003MAR","https://dl.dropboxusercontent.com/scl/fi/aq9m8b6cod31d5p9w00v7/20260303_173914.jpg?rlkey=cgfbu7hn5bvdo6cg2sh2xex5z&st=zamesx9h&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"FP9059OTR","Mariposa 3D Decorativa","Mariposa 3D en material liviano decorativo para arreglos y regalos Disponible en:","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=FP9059OTR","https://dl.dropboxusercontent.com/scl/fi/xvevr6g9dnj2f7rlsync5/20260303_172620.jpg?rlkey=brgydx9av6t04vr8a9appnuw3&st=322stvwh&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"MARICOLO243","Mariposa Decorativa Colores","Mariposas decorativas en colores variados para arreglos y manualidades Disponible en:","in stock","new","6.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=MARICOLO243","https://dl.dropboxusercontent.com/scl/fi/aird59de724lz0klqzj5u/MARICOLO243.jpg?rlkey=647qzycbe0qzjay1is62yfnp6&st=xn2zfz8m&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"7017013","Corona Metálica Pequeña Diamante","Corona metálica de 3x3 cm con diseño tipo diamante para decoración Disponible en:","in stock","new","3.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=7017013","https://dl.dropboxusercontent.com/scl/fi/j222xrxt56r7dkg61j7m2/20260224_162028.jpg?rlkey=it0mtvyd5mk27kbx01fhnol3d&st=fiqz1y1o&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"FP9141OTR","Corona Metálica Perlada","Corona de metal 6x4 cm con detalle de perlitas para arreglos Disponible en:","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=FP9141OTR","https://dl.dropboxusercontent.com/scl/fi/m7ip7lpwp2xmzgl7aexty/20260224_163119.jpg?rlkey=d4u6zaqx2wgeuiwmw7az9gklp&st=3pd51327&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"GjLujo9IQ","Corona Metálica Grande Decorativa","Corona metálica de 8x6 cm para detalles y arreglos premium Disponible en:","in stock","new","8.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=GjLujo9IQ","https://dl.dropboxusercontent.com/scl/fi/hm3y873bx43u6dnilci0a/img_disp.jpg?rlkey=zptj17v7lajk0mo4vvqy2133r&st=6xgmmct3&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"7017017","Pistilo Decorativo para Flores","Pistilos artificiales en material flexible para armado floral Disponible en:","in stock","new","3.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=7017017","https://dl.dropboxusercontent.com/scl/fi/nfrqupugo6den6joz4172/20260303_172436.jpg?rlkey=zjbkfenzpthoop0mfg8ezz6ac&st=9gmfozs4&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"MARPEQ2574","Mariposas Pequeñas Decorativas","Mariposas pequeñas en material liviano para detalles y arreglos Disponible en:","in stock","new","4.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=MARPEQ2574","https://dl.dropboxusercontent.com/scl/fi/75qrzby8acv0t49gw216c/MARPEQ2574.jpg?rlkey=a4ds8tyl8m901b80tcgjum6ly&st=8ae5yskr&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"7017016","Medias Perlas x400 Decorativas","Medias perlas en material acrílico pack x400 para decoración Disponible en:","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=7017016","https://dl.dropboxusercontent.com/scl/fi/2o1jzy7pact6lhdluls1r/20260303_172714.jpg?rlkey=s838ntg6c87kb13gopz9nvdey&st=nrwu8pg8&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"Yb1ExVYQ","Luces Hada con Pilas Decorativas","Luces tipo hada en material metálico con alimentación a pilas Disponible en:","in stock","new","4.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=Yb1ExVYQ","https://dl.dropboxusercontent.com/scl/fi/n5ou5sasbt6qm5c6q2jzv/20260303_173843.jpg?rlkey=he62u6dlama354hd07dini5tj&st=x0sq8fuf&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"FP9079OTR","Viruta de Papel Decorativa","Viruta de papel en material liviano para relleno de regalos Disponible en:","in stock","new","4.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=FP9079OTR","https://dl.dropboxusercontent.com/scl/fi/nwrks1vxnblnke9ll1myn/20250807_224455.jpg?rlkey=8cc6gpnjnotg3mpl1y4c7whs6&st=emde1fn4&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"W5Kezs_HV","Moño Fácil Mediano x10","Set de 10 moños en material sintético tamaño mediano Disponible en:","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=W5Kezs_HV","https://dl.dropboxusercontent.com/scl/fi/zpcl3jf66bib9o5dcvi7g/mJIcucnk2.jpg?rlkey=pfkpwgqe5689cczvds30o2c9i&st=ylfrw7dx&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"mJIcucnk2","Moño Fácil Pequeño x10","Set de 10 moños pequeños en material sintético Disponible en:","in stock","new","4.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=mJIcucnk2","https://dl.dropboxusercontent.com/scl/fi/hm3y873bx43u6dnilci0a/img_disp.jpg?rlkey=zptj17v7lajk0mo4vvqy2133r&st=6xgmmct3&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"CA3096LAZ","Moño Rosón Grande Decorativo","Moño tipo rosón grande en material sintético Disponible en:","in stock","new","6.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CA3096LAZ","https://dl.dropboxusercontent.com/scl/fi/b8ru0axdvw4ifp2yuslqq/W5Kezs_HV.jpg?rlkey=434lawchaabdj9et87odaoqsb&st=rsaetv6l&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"aOydg5nzd","Bolsa Porta Rosa Económica","Bolsa de material flexible para portar rosas Disponible en:","in stock","new","3.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=aOydg5nzd","https://dl.dropboxusercontent.com/scl/fi/m750zjbljq1hlxzv3rkce/aOydg5nzd.jpg?rlkey=rdz0x5qgnlco9a3xgw86vehg0&st=dxbhbvrt&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"o9hYD8L8H","Cúpula de Vidrio Decorativa","Cúpula de vidrio transparente para arreglos premium Disponible en:","in stock","new","18.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=o9hYD8L8H","https://dl.dropboxusercontent.com/scl/fi/qkc8jo88t0qq8tbvc8wd3/o9hYD8L8H.jpg?rlkey=evo9mewq5gpmljgk96szi102r&st=ra56npsw&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"107000553","Oasis Base para Flores","Espuma floral tipo oasis en material absorbente para flores Disponible en:","in stock","new","4.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=107000553","https://dl.dropboxusercontent.com/scl/fi/wzy5qdwhy4mqy2hl9mxia/107000553.jpg?rlkey=h011nz81asczhz8hheiefns3r&st=3ylgu429&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"LUC1M8650","Luces Hada Dorada 1 m Pila Reloj","luces tipo hada color dorado 1 m en metal con pilas para arreglos Disponible en:","in stock","new","2.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=LUC1M8650","https://dl.dropboxusercontent.com/scl/fi/0n87juudrhjg4pe2hpaoa/LUC1M8650.jpg?rlkey=e3bsvlob8plcgtdcu2tex4u1z&st=lehbzovi&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"0913-32","Porta Rosa Unitaria de Colores","Disponible en colores kraft, rosado y blanco, el paquete incluye 10 unidades Disponible en:","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=0913-32","https://dl.dropboxusercontent.com/scl/fi/hm3y873bx43u6dnilci0a/img_disp.jpg?rlkey=zptj17v7lajk0mo4vvqy2133r&st=6xgmmct3&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"0913-35","Yute en Rollo","Disponible en:","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=0913-35","https://dl.dropboxusercontent.com/scl/fi/23sub1na4zcb8e2wsp2f2/0913-35.jpg?rlkey=p73owrecurjh16kefywppy4xj&st=htohthss&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"BSR04-ALT","Base Circular Rosado Alto","Base cilíndrica alta en tono rosado delicado. Ideal para quinceañeras, nacimientos y arreglos tiernos. Disponible en:","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=BSR04-ALT","https://dl.dropboxusercontent.com/scl/fi/ipbfrtyn51ctyb26xdzt6/BSR04-ALT.jpg?rlkey=0w2ds5dtjtrfjy6s287an0eel&st=d7c3uowt&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"OSI-C","Llavero Oso Teddy Vestido 10cm","Oso teddy con vestido de mujer con moño","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=OSI-C","https://dl.dropboxusercontent.com/scl/fi/4qtj9sm6yq1jfw0tzd4fg/OSI-C.png?rlkey=egk9n0i95wgqtbrb25hvz32kz&st=kodunrn9&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"LN-7B","Llavero conejo 10cm","conejo sentado con babero y orejas largas kawai","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=LN-7B","https://dl.dropboxusercontent.com/scl/fi/tbkafkkhx1dtyss88w247/LN-7B.jpg?rlkey=m4113r99zmdoq9eiqskz5781c&st=1p6hxszb&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"LN-7g","Llavero cerdito babero 10cm","puerco sentado con babero y pelaje rulero","in stock","new","12.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=LN-7g","https://dl.dropboxusercontent.com/scl/fi/pkir7wl88bse43liak03a/LN-7g.jpg?rlkey=514w7wx430ab74uqie3oiry2c&st=bjdwpmhm&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"LN-7f","Llavero hello kitty cuadros 12cm","Kitty con moñito y vestido a cuadros","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=LN-7f","https://dl.dropboxusercontent.com/scl/fi/8t647k40djsf8ivb55jmq/LN-7f.png?rlkey=5frq0idj1a8dm1wuuzie23zow&st=san2mdd7&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"A-CONEJAX","Llavero Stitch Coneja 10CM","stich y angela con cuernitos","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=A-CONEJAX","https://dl.dropboxusercontent.com/scl/fi/d49ay0j4k7ez37prr2ua0/20260523_132454.jpg?rlkey=nslw35opg6s4tvufbme43bz7i&st=zg0naowb&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"AB-40X","Llavero Hello Kitty Cuerina 12CM","Kitty con vestido de cuerina y collar de perla","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=AB-40X","https://dl.dropboxusercontent.com/scl/fi/1dgs1gbyk75v9yrapq4ji/AB-40X.png?rlkey=9kef9m1aizl4bp1bt20kkmk5d&st=h1bikbgc&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"LS67","Llavero superheroe 12CM","superheroes de accion (mavel)","in stock","new","9.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=LS67","https://dl.dropboxusercontent.com/scl/fi/o9oo6k40uuqroz1e9lsgh/LS67.jpg?rlkey=gvffnf2k2f103gkpb6zq84xl8&st=54f1ugiv&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"CCEN","Caja corazón encapsulada","caja para amor,detalle romantico regalo,corazon flores","in stock","new","45.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CCEN","https://dl.dropboxusercontent.com/scl/fi/wlru9cyj847qvwfteszc9/CCEN.jpg?rlkey=a7subf7rb6vze8wc5mtzrac56&st=tbj7kb86&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"G-091N18","Globo Burbuja Transparente N°18","globo transparente regalo,decoracion elegante,globo para flores,sorpresa cumpleaños,detalle fiesta","in stock","new","3.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=G-091N18","https://dl.dropboxusercontent.com/scl/fi/jfltkstzxq0zzytjdbo9g/G-091N18.jpeg?rlkey=j2eezln1h0ggzcvo6p1xuv8h6&st=1qqnfamm&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"G-091DN20","Globo Burbuja Transparente N°20","globo transparente regalo,decoracion para fiesta,detalle elegante amor,globo para sorpresa","in stock","new","3.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=G-091DN20","https://dl.dropboxusercontent.com/scl/fi/b96jkmksejwtu01jxxz1h/G-091DN20.jpeg?rlkey=9gp25lt5hwh9ff0ddd4ldg671&st=lz2karan&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"G-091DN24","Globo Burbuja Transparente N°24","globo transparente grande,decoracion para regalo,globo elegante fiesta,sorpresa para amor","in stock","new","4.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=G-091DN24","https://dl.dropboxusercontent.com/scl/fi/58ni69isqh97cjo3rfail/G-091N24.jpeg?rlkey=k3cwa1jbli4xeiycsjkhiwkft&st=lvk7g3yn&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"GB-002N10","Globo Metálico Color Entero N°10","globo para fiesta,decoracion cumpleaños,globo para sorpresa,detalle para regalo","in stock","new","3.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=GB-002N10","https://dl.dropboxusercontent.com/scl/fi/ssbnn4kf8vzohjlof0mbd/GB-002N10.jpeg?rlkey=sg4wjwyxr6uyveq1ksw5n8iro&st=i8y0oofu&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"GMFP01","Globo Metálico Futbolero Pelotas N°10","Globo metálico con diseño de pelotas de fútbol, ideal para decoraciones de cumpleaños, eventos deportivos y regalos temáticos.","in stock","new","3.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=GMFP01","https://dl.dropboxusercontent.com/scl/fi/t3nmfzc8772x1olhvog0m/GMFP01.jpg?rlkey=t0lljorzmjfhavitf92xq4cuk&st=4hl2dd3a&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"GMFC01","Globo Metálico Futbolero Camisetas N°10","Globo metálico con diseño de camisetas de fútbol, perfecto para celebraciones deportivas, fiestas temáticas y arreglos decorativos.","in stock","new","3.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=GMFC01","https://dl.dropboxusercontent.com/scl/fi/qct5p6f5am31goaxmgw9u/GMFC01.jpg?rlkey=n7nhvmecuiyzr5uchzx30v7db&st=edvucji2&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"TARYFHGI2","Pack Tarjetas Felicitaciones x25u","Tarjetas de cartón pack x25 temática felicitaciones Disponible en:","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=TARYFHGI2","https://dl.dropboxusercontent.com/scl/fi/7x66dgg5r94rqvn9eghx5/TARYFHGI2.jpg?rlkey=rsbplo8ao1ndfzqll9xmnrifw&st=1mqmxw6z&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"FP9048OTR","Base Soporte Chico 23x14 cm","Base circular en material rígido de 23x14 cm para armado. Disponible en: Blanco y Rosado","in stock","new","4.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=FP9048OTR","https://dl.dropboxusercontent.com/scl/fi/gfbmkluo1i37zrid04cs4/FP9048OTR.jpg?rlkey=n8q9nvewucs3r7r2oeeuvpo8h&st=ccil1vr1&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"AKT-RG601","Tulipan siliconado x10 varrillas","rosado bb, rosado chicle, naranja, amarillo, azul, celes y rojo","in stock","new","30.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=AKT-RG601","https://dl.dropboxusercontent.com/scl/fi/ph552mf8slww7jvb9j53m/AKT-RG601.jpg?rlkey=g7tmyg7wojzvbfuyrn2ued09g&st=tb9mtiu2&raw=1","Wooly Imports","Home & Garden > Decor"
"AKT-RG600A","Tulipan Amarillos x9 Cabezas","Amarillo","in stock","new","8.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=AKT-RG600A","https://dl.dropboxusercontent.com/scl/fi/g51b8a7bdh604y0a0pwd7/AKT-RG600A.jpg?rlkey=5flglf4d4nu8uoudakvmhhci8&st=7jkagtu1&raw=1","Wooly Imports","Home & Garden > Decor"
"CA4005BOL","Caja peluchera portátil 20*16*30cm","caja para peluche,detalle para regalo,box para sorpresa","in stock","new","8.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CA4005BOL","https://dl.dropboxusercontent.com/scl/fi/04kovtgtymc9cddpmc1in/CA2208SET3.jpg?rlkey=y835le9hw9wi14wp8evs6pj5p&st=sr0eme3e&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"CJFO","Caja Just For You ovalada","regalo personalizado,detalle elegante flores,amor sorpresa","in stock","new","7.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CJFO","https://dl.dropboxusercontent.com/scl/fi/unnb6k1f2ic2hkp0fefmb/CJFO_2.jpg?rlkey=p7hjwf3ee53zlm6vpsyuzufo2&st=0fvxirh6&raw=1","Wooly Imports","Arts & Entertainment > Gift Giving"
"LDMDA01","Llavero de mi dragon con alas 12cm","Llavero dragón con alas decorativo","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=LDMDA01","https://dl.dropboxusercontent.com/scl/fi/roj7kunkrgb1quc1in2jg/LDMDA01.jpg?rlkey=g6ugm4ryrek6h3exkex0nqe02&st=bnmkp5dd&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
